filename,heading_structure_p,heading_structure_r,heading_structure_f1,level_p,level_r,level_f1,list_p,list_r,list_f1,text_edit,text_edit_sim,paragraph_pairs,contents_sim
eval_split/fail/processed_00_documents_eval/207e/5c9f96d0b2bc893b7a8eeffe82d35eec45bf-1/5c9f96d0b2bc893b7a8eeffe82d35eec45bf-1.md,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4449,0.5551,15.0,0.7797
eval_split/fail/processed_00_documents_eval/207e/5c9f96d0b2bc893b7a8eeffe82d35eec45bf-2/5c9f96d0b2bc893b7a8eeffe82d35eec45bf-2.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0003,0.9997,12.0,0.99
eval_split/fail/processed_00_documents_eval/207e/5c9f96d0b2bc893b7a8eeffe82d35eec45bf-3/5c9f96d0b2bc893b7a8eeffe82d35eec45bf-3.md,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4655,0.5345,19.0,0.8541
eval_split/fail/processed_00_documents_eval/2144/76af4c58afaf6b514e493b5ebc37de7ae740-1/76af4c58afaf6b514e493b5ebc37de7ae740-1.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2731,0.7269,3.0,0.2204
eval_split/fail/processed_00_documents_eval/2144/76af4c58afaf6b514e493b5ebc37de7ae740-2/76af4c58afaf6b514e493b5ebc37de7ae740-2.md,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7789,0.2211,34.0,0.1381
eval_split/fail/processed_00_documents_eval/2307/999a8e4c977d8537073c93f758949ad9aebd-1/999a8e4c977d8537073c93f758949ad9aebd-1.md,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.828,0.172,16.0,0.143
eval_split/fail/processed_00_documents_eval/237a/ffd7475df298e4cb3b0e6d8433024d18804b-1/ffd7475df298e4cb3b0e6d8433024d18804b-1.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,4.0,0.51
eval_split/fail/processed_00_documents_eval/244d/fa2d6b2d14c67ee657861d46ddc23f70159a-3/fa2d6b2d14c67ee657861d46ddc23f70159a-3.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0088,0.9912,1.0,0.7913
eval_split/fail/processed_00_documents_eval/2b61/25b2540c112810da2be4b4a7b4866ba38e7b-100/25b2540c112810da2be4b4a7b4866ba38e7b-100.md,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0062,0.9938,3.0,0.9487
eval_split/fail/processed_00_documents_eval/2c24/8097a0ac5950b54857d2e1131db8c218f2b4-9/8097a0ac5950b54857d2e1131db8c218f2b4-9.md,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.3043,0.3043,0.1271,0.8729,9.0,0.7209
eval_split/fail/processed_00_documents_eval/2c7c/85ae8de0456f29639a02f2c64012420f5f7e-3/85ae8de0456f29639a02f2c64012420f5f7e-3.md,1.0,0.125,0.2222,1.0,0.125,0.2222,0.0714,0.0714,0.0714,0.2268,0.7732,10.0,0.2562
eval_split/fail/processed_00_documents_eval/2c7c/85ae8de0456f29639a02f2c64012420f5f7e-7/85ae8de0456f29639a02f2c64012420f5f7e-7.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0058,0.9942,5.0,0.9402
eval_split/fail/processed_00_documents_eval/2c7c/85ae8de0456f29639a02f2c64012420f5f7e-8/85ae8de0456f29639a02f2c64012420f5f7e-8.md,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/2c7e/b9a3bab6f4c9897dd051993321a75d83bcc9-1/b9a3bab6f4c9897dd051993321a75d83bcc9-1.md,1.0,0.7143,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.2705,0.7295,9.0,0.3884
eval_split/fail/processed_00_documents_eval/2d93/72e7afcb113e49363d6fd8fe2aa43d3e7364-16/72e7afcb113e49363d6fd8fe2aa43d3e7364-16.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2399,0.7601,3.0,0.3183
eval_split/fail/processed_00_documents_eval/2d93/72e7afcb113e49363d6fd8fe2aa43d3e7364-17/72e7afcb113e49363d6fd8fe2aa43d3e7364-17.md,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.9934,4.0,0.9804
eval_split/fail/processed_00_documents_eval/2e36/529c0e36ceb9881d6f2fbf9e86f8f3d99553-10/529c0e36ceb9881d6f2fbf9e86f8f3d99553-10.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0
eval_split/fail/processed_00_documents_eval/2ee0/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-3/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-3.md,0.8,1.0,0.8889,0.4,0.5,0.4444,1.0,1.0,1.0,0.1667,0.8333,6.0,0.0
eval_split/fail/processed_00_documents_eval/2ee0/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-5/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-5.md,1.0,0.1,0.1818,0.0,0.0,0.0,1.0,1.0,1.0,0.0302,0.9698,7.0,0.5453
eval_split/fail/processed_00_documents_eval/2ee0/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-6/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-6.md,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0035,0.9965,9.0,0.9096
eval_split/fail/processed_00_documents_eval/2eef/968c28dac8b9edefa69276be2c0268f5c1bf-1/968c28dac8b9edefa69276be2c0268f5c1bf-1.md,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0
eval_split/fail/processed_00_documents_eval/301a/4279eb95686d90eff41110b9720cb53304d0-25/4279eb95686d90eff41110b9720cb53304d0-25.md,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.999,15.0,0.9774
eval_split/fail/processed_00_documents_eval/30c3/fc1826e230047b36cad79a7bd63296dd3591-1/fc1826e230047b36cad79a7bd63296dd3591-1.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0
eval_split/fail/processed_00_documents_eval/30d2/90881f610f14dd10f73a036c5c30762c5814-1/90881f610f14dd10f73a036c5c30762c5814-1.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0274,0.9726,6.0,0.8944
eval_split/fail/processed_00_documents_eval/3465/69cfda07ee3b22dcd97df06f44b767b9127e-1/69cfda07ee3b22dcd97df06f44b767b9127e-1.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0271,0.9729,3.0,0.6958
eval_split/fail/processed_00_documents_eval/3465/69cfda07ee3b22dcd97df06f44b767b9127e-2/69cfda07ee3b22dcd97df06f44b767b9127e-2.md,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/3489/dfefa5cae8d7389f264f30628a11a5993e29-1/dfefa5cae8d7389f264f30628a11a5993e29-1.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0
eval_split/fail/processed_00_documents_eval/34e6/de6b9c2242fe22a4a80438a3b92caa9f0ed3-1/de6b9c2242fe22a4a80438a3b92caa9f0ed3-1.md,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.6667,0.6667,0.1871,0.8129,11.0,0.7221
eval_split/fail/processed_00_documents_eval/3563/9b84c9f46cf886987dba1cee51078b7098df-2/9b84c9f46cf886987dba1cee51078b7098df-2.md,0.8571,0.8571,0.8571,0.5714,0.5714,0.5714,1.0,1.0,1.0,0.0017,0.9983,11.0,0.9619
eval_split/fail/processed_00_documents_eval/35c4/635ad9c58f846d822f6a9ffbfef242f4344c-1/635ad9c58f846d822f6a9ffbfef242f4344c-1.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0
eval_split/fail/processed_00_documents_eval/3793/1e2826f5d572ae2249080383652aac2060f4-4/1e2826f5d572ae2249080383652aac2060f4-4.md,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
eval_split/fail/processed_00_documents_eval/38a0/5f1430018686fe1b9005fe5ffdefb0caa5bf-5/5f1430018686fe1b9005fe5ffdefb0caa5bf-5.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0044,0.9956,4.0,0.9237
eval_split/fail/processed_00_documents_eval/3a3a/23d996db52315a6336a33c6ba65654c442c0-1/23d996db52315a6336a33c6ba65654c442c0-1.md,1.0,0.1818,0.3077,1.0,0.1818,0.3077,1.0,1.0,1.0,0.0033,0.9967,14.0,0.9551
eval_split/fail/processed_00_documents_eval/3a42/63029df5d1216ad16c77c7c3543489656828-12/63029df5d1216ad16c77c7c3543489656828-12.md,0.6667,1.0,0.8,0.6667,1.0,0.8,0.0,0.0,0.0,0.0866,0.9134,3.0,0.2613
eval_split/fail/processed_00_documents_eval/3bbd/6227ebe0bae31f5b7d7d44801064c13e7b1f-1/6227ebe0bae31f5b7d7d44801064c13e7b1f-1.md,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.8571,0.8571,0.0018,0.9982,11.0,0.965
eval_split/fail/processed_00_documents_eval/3c1b/cfb3c555afe824df9292b45b1dca2beee901-60/cfb3c555afe824df9292b45b1dca2beee901-60.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0295,0.9705,7.0,0.9573
eval_split/fail/processed_00_documents_eval/3f6b/3e6102395160432aa23e09871d01a422d8b7-1/3e6102395160432aa23e09871d01a422d8b7-1.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0391,0.9609,2.0,0.789
eval_split/fail/processed_00_documents_eval/3ff4/1131857095bd2034fa309e0ce8dcf8d7a87c-2/1131857095bd2034fa309e0ce8dcf8d7a87c-2.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2721,0.7279,8.0,0.9149
eval_split/fail/processed_00_documents_eval/41d0/904b50eb3f4b12c6c6f03006002379292390-122/904b50eb3f4b12c6c6f03006002379292390-122.md,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.4717,0.5283,2.0,0.1981
eval_split/fail/processed_00_documents_eval/41d0/904b50eb3f4b12c6c6f03006002379292390-157/904b50eb3f4b12c6c6f03006002379292390-157.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1016,0.8984,4.0,0.9266
eval_split/fail/processed_00_documents_eval/43ba/b1d886a2b8e5371b39e1e18d9a044ed52bbd-7/b1d886a2b8e5371b39e1e18d9a044ed52bbd-7.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.75,4.0,0.3189
eval_split/fail/processed_00_documents_eval/44ae/79fa32bef66c0ec1cc772584e6a2cdc3382c-2/79fa32bef66c0ec1cc772584e6a2cdc3382c-2.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0
eval_split/fail/processed_00_documents_eval/44ce/8277cbee9471d1bbd7894ea026f03a6f93f1-15/8277cbee9471d1bbd7894ea026f03a6f93f1-15.md,1.0,1.0,1.0,0.2222,0.2222,0.2222,1.0,1.0,1.0,0.0,1.0,18.0,1.0
eval_split/fail/processed_00_documents_eval/44ec/acd5f1350eb58f9071a064a53baa41367bc3-8/acd5f1350eb58f9071a064a53baa41367bc3-8.md,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/4552/682c8a2446b48cf2c49f03cce7f820a9c3ef-2/682c8a2446b48cf2c49f03cce7f820a9c3ef-2.md,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
eval_split/fail/processed_00_documents_eval/4634/4f8d74b00a2ec1599b21f9de5c1e87ac60d7-1/4f8d74b00a2ec1599b21f9de5c1e87ac60d7-1.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5895,0.4105,13.0,0.5114
eval_split/fail/processed_00_documents_eval/464d/9baf6dba5ca45cad9edb5e88619c7d34e513-2/9baf6dba5ca45cad9edb5e88619c7d34e513-2.md,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4442,0.5558,4.0,0.2219
eval_split/fail/processed_00_documents_eval/464d/9baf6dba5ca45cad9edb5e88619c7d34e513-3/9baf6dba5ca45cad9edb5e88619c7d34e513-3.md,0.0,0.0,0.0,0.0,0.0,0.0,0.8333,0.8333,0.8333,0.0281,0.9719,13.0,0.9404
eval_split/fail/processed_00_documents_eval/467d/1d428b7f065e87aac0064c41a5067359c8c4-3/1d428b7f065e87aac0064c41a5067359c8c4-3.md,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0007,0.9993,9.0,0.9619
eval_split/fail/processed_00_documents_eval/481a/4f3b6d61ecf5670250c49ca8137aa1748ae0-18/4f3b6d61ecf5670250c49ca8137aa1748ae0-18.md,1.0,0.625,0.7692,1.0,0.625,0.7692,1.0,1.0,1.0,0.0002,0.9998,10.0,0.9898
eval_split/fail/processed_00_documents_eval/4a75/2e427f49c2efcbaea1fec85c1fb972b75884-47/2e427f49c2efcbaea1fec85c1fb972b75884-47.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0
eval_split/fail/processed_00_documents_eval/4c7c/44ceb12d4eeb6d4922de85dcf4b0f54e6879-4/44ceb12d4eeb6d4922de85dcf4b0f54e6879-4.md,1.0,1.0,1.0,0.125,0.125,0.125,1.0,1.0,1.0,0.4607,0.5393,16.0,0.4446
eval_split/fail/processed_00_documents_eval/4de1/bbaf48e5ba34104ba35b30580072dc4504a1-1/bbaf48e5ba34104ba35b30580072dc4504a1-1.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2531,0.7469,4.0,0.9445
eval_split/fail/processed_00_documents_eval/4eca/48903baf47bc6aabd07a5e743c6a0b4aad78-2/48903baf47bc6aabd07a5e743c6a0b4aad78-2.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0093,0.9907,5.0,0.9657
eval_split/fail/processed_00_documents_eval/4f5d/fec4f9451d7ec6991712b4012b6273f73322-2/fec4f9451d7ec6991712b4012b6273f73322-2.md,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0
eval_split/fail/processed_00_documents_eval/4f78/515a8d4de088fe43cded787b74f061df19f7-1/515a8d4de088fe43cded787b74f061df19f7-1.md,1.0,1.0,1.0,1.0,1.0,1.0,0.6061,0.6061,0.6061,0.0556,0.9444,18.0,0.5893
eval_split/fail/processed_00_documents_eval/526a/07dda0cdd0296e750b6577f850f5b7828520-1/07dda0cdd0296e750b6577f850f5b7828520-1.md,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9095,0.0905,3.0,0.1168
eval_split/fail/processed_00_documents_eval/52b6/a22e645fc7d6b8845d9b5bd45539fe0606de-1/a22e645fc7d6b8845d9b5bd45539fe0606de-1.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333,0.6667,6.0,0.8612
eval_split/fail/processed_00_documents_eval/5778/f9aec7657b8acddefa1f2edbc08cadc215ef-1/f9aec7657b8acddefa1f2edbc08cadc215ef-1.md,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.9848,6.0,1.0
eval_split/fail/processed_00_documents_eval/5778/fce5255f7600be333ae8ffa8d4c177ba6a08-2/fce5255f7600be333ae8ffa8d4c177ba6a08-2.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9735,0.0265,15.0,0.0
eval_split/fail/processed_00_documents_eval/57e3/4116b3c645ed254bba9bc39841c7304114fa-95/4116b3c645ed254bba9bc39841c7304114fa-95.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.012,0.988,4.0,0.922
eval_split/fail/processed_00_documents_eval/5814/d65c0b0948220abc02fb6714865e628ceb70-3/d65c0b0948220abc02fb6714865e628ceb70-3.md,0.0,0.0,0.0,0.0,0.0,0.0,0.8333,0.8333,0.8333,0.0027,0.9973,3.0,0.8662
eval_split/fail/processed_00_documents_eval/584f/c1fb77161923c548844c60a9f030f05b0bc3-4/c1fb77161923c548844c60a9f030f05b0bc3-4.md,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0
eval_split/fail/processed_00_documents_eval/584f/c1fb77161923c548844c60a9f030f05b0bc3-9/c1fb77161923c548844c60a9f030f05b0bc3-9.md,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0041,0.9959,1.0,0.9757
eval_split/fail/processed_00_documents_eval/5860/e964d37b5992dcfc2255bfe9e3a054cab430-1/e964d37b5992dcfc2255bfe9e3a054cab430-1.md,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.02,0.98,2.0,0.5054
eval_split/succes/processed_00_documents_eval/01d2/db669daf7d99d762eb952d64d207e27fef79-1/db669daf7d99d762eb952d64d207e27fef79-1.md,1.0,1.0,1.0,0.2,0.2,0.2,1.0,1.0,1.0,0.0042,0.9958,11.0,0.9796
